MAL_ID,Name,Score,Genres,English name,Japanese name,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching
24211,Orenchi no Furo Jijou,7,"Comedy, Fantasy, Josei",Unknown,オレん家のフロ事情,13,"Oct 6, 2014 to Dec 29, 2014",Fall 2014,Media Factory,Unknown,Asahi Production,4-koma manga,4 min. per ep.,PG-13 - Teens 13 or older,3641.0,1578,85745,329,3678
24231,Hitsugi no Chaika: Avenging Battle,7.22,"Action, Adventure, Comedy, Romance, Fantasy",Chaika -The Coffin Princess- Avenging Battle,棺姫のチャイカ AVENGING BATTLE,10,"Oct 9, 2014 to Dec 11, 2014",Fall 2014,"Kadokawa Shoten, flying DOG, Fujimi Shobo",Sentai Filmworks,Bones,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2681.0,889,167311,171,6830
24277,Yowamushi Pedal: Grande Road,8.12,"Comedy, Drama, Shounen, Sports",Unknown,弱虫ペダル GRANDE ROAD,24,"Oct 7, 2014 to Mar 31, 2015",Fall 2014,TOHO animation,Discotek Media,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,394.0,1333,106380,501,6279
24405,World Trigger,7.58,"Action, Sci-Fi, Supernatural, School, Shounen",Unknown,ワールドトリガー,73,"Oct 5, 2014 to Apr 3, 2016",Fall 2014,TV Asahi,Unknown,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1330.0,554,264062,1720,38824
24415,Kuroko no Basket 3rd Season,8.34,"Comedy, Sports, School, Shounen",Kuroko's Basketball 3,黒子のバスケ,25,"Jan 11, 2015 to Jun 30, 2015",Winter 2015,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",Unknown,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,193.0,232,506465,4465,25140
24439,Kekkai Sensen,7.65,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",Blood Blockade Battlefront,血界戦線,12,"Apr 5, 2015 to Oct 4, 2015",Spring 2015,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha, Toy's Factory, Sony PCL",Funimation,Bones,Manga,26 min. per ep.,R - 17+ (violence & profanity),1162.0,164,625476,6084,48340
24455,Madan no Ou to Vanadis,7.17,"Adventure, Ecchi, Fantasy, Harem, Romance",Lord Marksman and Vanadis,魔弾の王と戦姫 (ヴァナディース),13,"Oct 4, 2014 to Dec 27, 2014",Fall 2014,"Media Factory, Movic",Funimation,Satelight,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2917.0,545,265671,870,15429
24625,Gundam Build Fighters Try,7.27,"Action, Sci-Fi, Mecha",Gundam Build Fighters Try,ガンダムビルドファイターズトライ,25,"Oct 8, 2014 to Apr 1, 2015",Fall 2014,"TV Tokyo, Sotsu",Nozomi Entertainment,Sunrise,Original,25 min. per ep.,G - All Ages,2470.0,2745,34746,111,1961
24629,Koufuku Graffiti,6.8,"Slice of Life, Comedy, Seinen",Gourmet Girl Graffiti,幸腹グラフィティ,12,"Jan 9, 2015 to Mar 27, 2015",Winter 2015,"TBS, flying DOG",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4444.0,1816,69897,141,5061
24699,Ai Tenchi Muyou!,6.19,"Comedy, Sci-Fi, Shounen",Unknown,愛・天地無用!,50,"Oct 6, 2014 to Dec 26, 2014",Fall 2014,"VAP, AIC",Funimation,AIC PLUS+,Original,4 min. per ep.,PG-13 - Teens 13 or older,7373.0,3051,28662,51,2387
24701,Mushishi Zoku Shou 2nd Season,8.76,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Unknown,蟲師 続章,10,"Oct 19, 2014 to Dec 21, 2014",Fall 2014,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,Manga,23 min. per ep.,PG-13 - Teens 13 or older,31.0,746,198954,1223,10672
24703,High School DxD BorN,7.45,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD BorN,ハイスクールD×D BorN,12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,"Genco, Lantis, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1744.0,193,571266,3957,20004
24705,"Ore, Twintail ni Narimasu.",6.51,"Action, Comedy, Romance, Fantasy, School, Shounen",Gonna be the Twin-Tail!!,俺、ツインテールになります。,12,"Oct 10, 2014 to Dec 26, 2014",Fall 2014,"Pony Canyon, TBS, DAX Production, Daiichikosho, Shogakukan",Funimation,Production IMS,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5816.0,1139,129384,471,8357
24765,Gakkougurashi!,7.63,"Slice of Life, Psychological, School, Horror, Mystery",School-Live!,がっこうぐらし！,12,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,"Sotsu, Nitroplus, NBCUniversal Entertainment Japan",Sentai Filmworks,Lerche,Manga,24 min. per ep.,R - 17+ (violence & profanity),1199.0,399,340561,4471,20525
24833,Ansatsu Kyoushitsu,8.12,"Action, Comedy, School, Shounen",Assassination Classroom,暗殺教室,22,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,"Dentsu, Studio Hibari, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha",Funimation,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,388.0,37,1264954,22162,80929
24873,Juuou Mujin no Fafnir,6.25,"Fantasy, Harem, Romance, School",Unknown,銃皇無尽のファフニール,12,"Jan 9, 2015 to Mar 27, 2015",Winter 2015,"TBS, Kodansha, DAX Production, Nippon Columbia, Daiichikosho, RAY, Nichion, NichiNare",Unknown,Diomedéa,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7140.0,1179,126029,151,7829
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.77,"Action, Sci-Fi, Space, Mecha, Seinen",Knights of Sidonia:Battle for Planet Nine,シドニアの騎士 第九惑星戦役,12,"Apr 11, 2015 to Jun 27, 2015",Spring 2015,"Starchild Records, Mainichi Broadcasting System, Kodansha, Studio Mausu",Sentai Filmworks,Polygon Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),876.0,1375,102389,353,4746
25013,Akatsuki no Yona,8.05,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",Yona of the Dawn,暁のヨナ,24,"Oct 7, 2014 to Mar 24, 2015",Fall 2014,"VAP, Hakusensha, AT-X, Delfi Sound, Marvelous AQL, Tokyo MX, Age Global Networks, Docomo Anime Store, Top-Insight International",Funimation,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,471.0,185,586957,12651,32906
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",6.81,"Comedy, Ecchi, Harem, Romance, School",Shomin Sample,俺がお嬢様学校に『庶民サンプル』としてゲッツされた件,12,"Oct 7, 2015 to Dec 23, 2015",Fall 2015,"Sotsu, AT-X, Memory-Tech, Showgate, Happinet Pictures, BS Fuji, MAGES., Contents Seed, Ichijinsha",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,4384.0,724,203046,375,11216
25157,Trinity Seven,7.17,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",Trinity Seven,トリニティセブン,12,"Oct 8, 2014 to Dec 24, 2014",Fall 2014,"TV Tokyo, Sotsu, Plum, Kadokawa Shoten, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Docomo Anime Store, DeNA",Sentai Filmworks,Seven Arcs Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2891.0,174,602856,3530,25876
25159,Inou-Battle wa Nichijou-kei no Naka de,7.14,"Harem, Slice of Life, Comedy, Supernatural, Romance, School",When Supernatural Battles Became Commonplace,異能バトルは日常系のなかで,12,"Oct 7, 2014 to Dec 23, 2014",Fall 2014,"TV Tokyo, Sotsu, Half H.P Studio, Ultra Super Pictures, DIVE II Entertainment, Avex Pictures",Sentai Filmworks,Trigger,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3025.0,429,323085,777,17422
25183,Gangsta.,7.4,"Action, Drama, Seinen",Gangsta.,GANGSTA. ギャングスタ,12,"Jul 2, 2015 to Sep 24, 2015",Summer 2015,"Bandai Visual, Frontier Works, Lantis, DAX Production, Tokyo MX",Funimation,Manglobe,Manga,23 min. per ep.,R - 17+ (violence & profanity),1897.0,303,428797,2906,32631
25283,Kuusen Madoushi Kouhosei no Kyoukan,6.4,"Action, Drama, Fantasy, Magic, School",Sky Wizards Academy,空戦魔導士候補生の教官,12,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,flying DOG,Funimation,Diomedéa,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,6412.0,748,198059,324,10288
25397,Absolute Duo,6.51,"Action, Harem, Supernatural, Romance, Ecchi, School",Absolute Duo,アブソリュート・デュオ,12,"Jan 4, 2015 to Mar 22, 2015",Winter 2015,"Half H.P Studio, AT-X, feng, Showgate",Funimation,8bit,Light novel,24 min. per ep.,R - 17+ (violence & profanity),5821.0,312,425840,1478,18250
25429,Isuca,6.03,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",Isuca,ISUCA [イスカ],10,"Jan 24, 2015 to Mar 28, 2015",Winter 2015,"Kadokawa Shoten, AT-X, DAX Production, KlockWorx, MAGES.",Discotek Media,Arms,Manga,23 min. per ep.,R+ - Mild Nudity,8107.0,1201,122521,96,6629
25517,Magic Kaito 1412,7.88,"Adventure, Comedy, Romance, Shounen",Unknown,まじっく快斗1412,24,"Oct 4, 2014 to Mar 28, 2015",Fall 2014,"Aniplex, Yomiuri Telecasting, DAX Production",Unknown,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,697.0,1468,94709,907,7346
25519,Yuuki Yuuna wa Yuusha de Aru,7.38,"Slice of Life, Psychological, Drama, Magic, Fantasy",Yuki Yuna is a Hero,結城友奈は勇者である,12,"Oct 17, 2014 to Dec 26, 2014",Fall 2014,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx",Ponycan USA,Studio Gokumi,Original,24 min. per ep.,PG-13 - Teens 13 or older,1985.0,1223,119748,1133,6814
25649,Junjou Romantica 3,7.76,"Comedy, Drama, Romance, Shounen Ai",Junjo Romantica 3,純情ロマンチカ 3,12,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,"Frontier Works, Lantis, Kadokawa Shoten, Romantica club !!",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,893.0,1500,92499,592,4847
25681,Kamisama Hajimemashita◎,8.16,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",Kamisama Kiss Season 2,神様はじめました◎,12,"Jan 6, 2015 to Mar 31, 2015",Winter 2015,"Dentsu, Sotsu",Funimation,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,350.0,589,247905,1783,10538
25731,Cross Ange: Tenshi to Ryuu no Rondo,7.41,"Action, Mecha, Sci-Fi",Cross Ange:Rondo of Angel and Dragon,クロスアンジュ 天使と竜の輪舞〈ロンド〉,25,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,"Starchild Records, Bandai Namco Live Creative, Bandai Namco Games, Docomo Anime Store, Fields, Bandai Channel",Sentai Filmworks,Sunrise,Original,23 min. per ep.,R - 17+ (violence & profanity),1857.0,958,154537,1399,10657
25777,Shingeki no Kyojin Season 2,8.45,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan Season 2,進撃の巨人 Season2,12,"Apr 1, 2017 to Jun 17, 2017",Spring 2017,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,24 min. per ep.,R - 17+ (violence & profanity),128.0,16,1591506,18262,72638
25835,Shirobako,8.35,"Comedy, Drama",Shirobako,SHIROBAKO,24,"Oct 9, 2014 to Mar 26, 2015",Fall 2014,"Sotsu, Movic, Warner Bros. Japan, KlockWorx, Showgate, Infinite, Imagine",Sentai Filmworks,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,188.0,387,349479,5909,27270
25859,Re-Kan!,6.77,"Comedy, School, Seinen, Supernatural",RE-KAN!,レーカン！,13,"Apr 3, 2015 to Jun 26, 2015",Spring 2015,"TBS, RAY",Sentai Filmworks,Pierrot Plus,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4565.0,2186,52790,60,3849
25867,Rolling☆Girls,6.6,"Action, Adventure, Slice of Life, Super Power",The Rolling Girls,ローリング☆ガールズ,12,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic",Funimation,Wit Studio,Original,24 min. per ep.,PG-13 - Teens 13 or older,5387.0,1711,77126,198,5682
25879,Working!!!,8.03,"Comedy, Romance, Seinen, Slice of Life",Wagnaria!!3,ワーキング!!!,13,"Jul 5, 2015 to Sep 27, 2015",Summer 2015,Aniplex,Aniplex of America,A-1 Pictures,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,512.0,766,194901,872,7901
25939,Mahou Shoujo Lyrical Nanoha ViVid,6.74,"Action, Adventure, Magic, Martial Arts",Unknown,魔法少女リリカルなのはViVid,12,"Apr 3, 2015 to Jun 19, 2015",Spring 2015,"Aniplex, Starchild Records",Unknown,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4719.0,3521,21552,48,1377
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.45,"Action, Adventure, Supernatural, Drama, Shounen",JoJo's Bizarre Adventure:Stardust Crusaders - Battle in Egypt,ジョジョの奇妙な冒険 スターダストクルセイダース,24,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,23 min. per ep.,R - 17+ (violence & profanity),122.0,159,641298,13852,21449
26165,Yuri Kuma Arashi,7.08,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai",Yurikuma Arashi,ユリ熊嵐,12,"Jan 6, 2015 to Mar 31, 2015",Winter 2015,"Frontier Works, Media Factory, Mainichi Broadcasting System, Movic, Gentosha Comics",Funimation,SILVER LINK.,Original,24 min. per ep.,R - 17+ (violence & profanity),3321.0,1594,84385,703,5207
26243,Owari no Seraph,7.49,"Action, Military, Supernatural, Drama, Vampire, Shounen",Seraph of the End:Vampire Reign,終わりのセラフ,12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,"Rakuonsha, NBCUniversal Entertainment Japan, Shueisha",Funimation,Wit Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),1589.0,89,888227,10730,40781
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.38,"Slice of Life, Comedy, Romance, Seinen",I Can't Understand What My Husband Is Saying,旦那が何を言っているかわからない件,13,"Oct 3, 2014 to Dec 26, 2014",Fall 2014,"DAX Production, Dream Creation",Unknown,Seven,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,1973.0,519,273464,733,10146
26351,Nagato Yuki-chan no Shoushitsu,6.73,"Comedy, Romance, School, Seinen, Slice of Life",The Disappearance of Nagato Yuki-chan,長門有希ちゃんの消失,16,"Apr 4, 2015 to Jul 18, 2015",Spring 2015,"Lantis, Kadokawa Shoten, AT-X, KlockWorx, chara-ani.com, Tokyo MX, Sankyo Planning, Docomo Anime Store, Kadokawa Media House",Funimation,Satelight,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4779.0,1318,108383,251,7441
26441,Junketsu no Maria,7.16,"Comedy, Historical, Magic, Romance, Fantasy, Seinen",Maria the Virgin Witch,純潔のマリア,12,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Bandai Visual, Lantis, Kodansha, I Will",Funimation,Production I.G,Manga,24 min. per ep.,R - 17+ (violence & profanity),2946.0,1146,129451,229,8220
26443,Triage X,6.34,"Action, Adventure, Ecchi, Shounen",Triage X,トリアージX,10,"Apr 9, 2015 to Jun 11, 2015",Spring 2015,"DAX Production, Nippon Columbia",Sentai Filmworks,Xebec,Manga,23 min. per ep.,R+ - Mild Nudity,6697.0,1224,119192,207,8605
27441,Show By Rock!!,7.04,"Comedy, Music",Unknown,SHOW BY ROCK!!（ショウ・バイ・ロック!!）,12,"Apr 5, 2015 to Jun 21, 2015",Spring 2015,"Shochiku, Pony Canyon, Sanrio, Tokyo MX, Studio GOONEYS, Docomo Anime Store, Sammy, FuRyu",Funimation,Bones,Game,24 min. per ep.,PG-13 - Teens 13 or older,3484.0,1854,66565,338,4723
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.25,"Action, Slice of Life, Comedy, Magic, Fantasy",Fate/Kaleid Liner Prisma Illya 2Wei Herz!,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！,10,"Jul 25, 2015 to Sep 26, 2015",Summer 2015,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House",Sentai Filmworks,SILVER LINK.,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2572.0,1326,106809,228,3598
27631,God Eater,7.3,"Action, Fantasy, Military, Sci-Fi",God Eater,GOD EATER,13,"Jul 12, 2015 to Mar 26, 2016",Summer 2015,"Bandai Visual, Lantis, Anime Consortium Japan",Aniplex of America,ufotable,Game,23 min. per ep.,R - 17+ (violence & profanity),2331.0,311,426616,1856,35000
27655,Aldnoah.Zero 2nd Season,6.98,"Action, Mecha, Sci-Fi, Space",Aldnoah.Zero,アルドノア・ゼロ2ndシーズン,12,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11",Aniplex of America,"A-1 Pictures, TROYCA",Original,23 min. per ep.,R - 17+ (violence & profanity),3689.0,552,265556,1122,9321
27663,Baby Steps 2nd Season,8.07,"Sports, Romance, School, Shounen",Unknown,ベイビーステップ 第2シリーズ,25,"Apr 5, 2015 to Sep 20, 2015",Spring 2015,NHK,Unknown,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,446.0,1733,75937,310,4410
27727,Binan Koukou Chikyuu Boueibu LOVE!,6.89,"Slice of Life, Comedy, Parody, Magic, School",Cute High Earth Defense Club LOVE!,美男高校地球防衛部LOVE!,12,"Jan 7, 2015 to Mar 25, 2015",Winter 2015,"Sotsu, Pony Canyon",Ponycan USA,Diomedéa,Original,24 min. per ep.,PG-13 - Teens 13 or older,4058.0,1809,70904,529,5377
27775,Plastic Memories,7.94,"Sci-Fi, Drama, Romance",Plastic Memories,プラスティック・メモリーズ,13,"Apr 5, 2015 to Jun 28, 2015",Spring 2015,"Aniplex, Movic, AT-X, ASCII Media Works, Bushiroad, MAGES., Asahi Broadcasting, BS11",Aniplex of America,Doga Kobo,Original,24 min. per ep.,PG-13 - Teens 13 or older,623.0,154,643043,9223,34019
27787,Nisekoi:,7.39,"Comedy, Harem, Romance, School, Shounen",Nisekoi:False Love,ニセコイ:,12,"Apr 10, 2015 to Jun 26, 2015",Spring 2015,"Aniplex, Shueisha",Aniplex of America,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1920.0,239,500350,2322,17271
27829,Heavy Object,7.29,"Action, Military, Sci-Fi, Mecha",Heavy Object,ヘヴィーオブジェクト,24,"Oct 3, 2015 to Mar 26, 2016",Fall 2015,"Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate, GREE",Funimation,"J.C.Staff, SANZIGEN",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2396.0,1145,128848,414,11617
27831,Durarara!!x2 Ten,8.01,"Action, Mystery, Supernatural",Durarara!! x2 Ten,デュラララ!!×２ 転,12,"Jul 4, 2015 to Sep 26, 2015",Summer 2015,Aniplex,Aniplex of America,Shuka,Light novel,24 min. per ep.,R - 17+ (violence & profanity),529.0,448,312429,788,13039
27833,Durarara!!x2 Ketsu,8.1,"Action, Mystery, Supernatural",Durarara!! x2 Ketsu,デュラララ!!×2 結,12,"Jan 9, 2016 to Mar 26, 2016",Winter 2016,Aniplex,Aniplex of America,Shuka,Light novel,24 min. per ep.,R - 17+ (violence & profanity),412.0,474,297451,1079,12121
27899,Tokyo Ghoul √A,7.07,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul √A,東京喰種√A,12,"Jan 9, 2015 to Mar 27, 2015",Winter 2015,"Marvelous AQL, Shueisha",Funimation,Studio Pierrot,Manga,24 min. per ep.,R - 17+ (violence & profanity),3343.0,42,1226168,11097,41115
27947,Lupin III (2015),7.93,"Action, Adventure, Comedy, Mystery, Seinen",Lupin the Third,ルパン三世,24,"Oct 2, 2015 to Mar 18, 2016",Fall 2015,TMS Music,Discotek Media,"TMS Entertainment, Telecom Animation Film",Manga,25 min. per ep.,PG-13 - Teens 13 or older,640.0,2259,49984,334,4698
27989,Hibike! Euphonium,8,"Music, School, Drama",Sound! Euphonium,響け！ユーフォニアム,13,"Apr 8, 2015 to Jul 1, 2015",Spring 2015,"Lantis, Pony Canyon, Rakuonsha",Ponycan USA,Kyoto Animation,Novel,23 min. per ep.,PG-13 - Teens 13 or older,536.0,420,329403,5477,17479
27991,K: Return of Kings,7.63,"Action, Super Power, Supernatural",K:Return of Kings,K RETURN OF KINGS,13,"Oct 3, 2015 to Dec 26, 2015",Fall 2015,"Starchild Records, Mainichi Broadcasting System, Studio Tulip, Glovision",VIZ Media,GoHands,Original,24 min. per ep.,PG-13 - Teens 13 or older,1202.0,565,257638,1156,16388
28013,Macross Δ,7.27,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",Macross Delta,マクロスΔ（デルタ）,26,"Apr 3, 2016 to Sep 25, 2016",Spring 2016,"Bandai Visual, Big West, flying DOG, Techno Sound",Unknown,Satelight,Original,23 min. per ep.,PG-13 - Teens 13 or older,2512.0,1961,62280,428,7064
28025,Tsukimonogatari,8.14,"Mystery, Comedy, Supernatural, Ecchi",Tsukimonogatari,憑物語,4,"Dec 31, 2014",Fall 2014,Aniplex,Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),377.0,440,315680,879,7281
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.64,"Action, Adventure, Comedy, Romance, Fantasy",Is It Wrong to Try to Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,13,"Apr 4, 2015 to Jun 27, 2015",Spring 2015,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Showgate, MAGES., FuRyu",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1172.0,60,1075095,10275,41249
28155,Yoru no Yatterman,6.51,"Action, Adventure, Comedy, Drama",Yatterman Night,夜ノヤッターマン,12,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Yomiuri Telecasting, Starchild Records, Lantis, Half H.P Studio",Funimation,Tatsunoko Production,Original,24 min. per ep.,PG-13 - Teens 13 or older,5844.0,3017,29299,29,1830
28171,Shokugeki no Souma,8.29,"Ecchi, School, Shounen",Food Wars! Shokugeki no Soma,食戟のソーマ,24,"Apr 4, 2015 to Sep 26, 2015",Spring 2015,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,230.0,51,1167795,21821,69269
28221,Etotama,6.85,"Action, Comedy, Fantasy",Etotama,えとたま（干支魂）,12,"Apr 9, 2015 to Jun 25, 2015",Spring 2015,"Pony Canyon, Tablier Communications",Ponycan USA,"Shirogumi, Encourage Films",Original,24 min. per ep.,PG-13 - Teens 13 or older,4248.0,1817,69647,142,4615
28223,Death Parade,8.2,"Game, Mystery, Psychological, Drama, Thriller",Death Parade,デス・パレード,12,"Jan 10, 2015 to Mar 28, 2015",Winter 2015,"VAP, DAX Production, Nippon Television Network",Funimation,Madhouse,Original,23 min. per ep.,R - 17+ (violence & profanity),310.0,48,1213828,22364,60991
28249,Arslan Senki (TV),7.71,"Action, Adventure, Drama, Fantasy, Historical, Shounen",The Heroic Legend of Arslan,アルスラーン戦記,25,"Apr 5, 2015 to Sep 27, 2015",Spring 2015,"Dentsu, Mainichi Broadcasting System, Kodansha, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan",Funimation,"SANZIGEN, LIDENFILMS",Manga,24 min. per ep.,R - 17+ (violence & profanity),1000.0,467,304409,1529,23739
28283,Sengoku Musou,6.57,"Action, Historical, Samurai",Unknown,戦国無双,12,"Jan 12, 2015 to Mar 30, 2015",Winter 2015,"TV Tokyo, Avex Entertainment, Nihon Ad Systems, Tezuka Productions, Koei",Funimation,TYO Animations,Game,24 min. per ep.,PG-13 - Teens 13 or older,5517.0,3690,19654,39,1301
28297,Ore Monogatari!!,7.96,"Comedy, Romance, Shoujo",My Love Story!!,俺物語!!,24,"Apr 9, 2015 to Sep 24, 2015",Spring 2015,"VAP, Nippon Television Network, Shueisha",Sentai Filmworks,Madhouse,Manga,22 min. per ep.,PG-13 - Teens 13 or older,586.0,258,480559,4007,45150
28387,Joukamachi no Dandelion,7.21,"Slice of Life, Comedy, Super Power, Seinen",Castle Town Dandelion,城下町のダンデライオン,12,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,"Pony Canyon, TBS, DAX Production, Houbunsha, TC Entertainment, Docomo Anime Store, Nichion",Funimation,Production IMS,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,2741.0,1114,132414,378,9050
28391,Ao no Kanata no Four Rhythm,6.71,"Sci-Fi, Sports, Drama, School",Aokana:Four Rhythm Across the Blue,蒼の彼方のフォーリズム,12,"Jan 12, 2016 to Mar 29, 2016",Winter 2016,"TV Tokyo, Pony Canyon, AT-X, DLE, NBCUniversal Entertainment Japan, Docomo Anime Store, bilibili, Kanon Sound, Hobibox","Funimation, Crunchyroll",Gonzo,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4830.0,1167,126998,520,8643
28423,Kyoukai no Rinne (TV),6.89,"Comedy, Supernatural, Romance, School, Shounen",RIN-NE,境界のRINNE,25,"Apr 4, 2015 to Sep 19, 2015",Spring 2015,"Shogakukan-Shueisha Productions, NHK, Shogakukan",Sentai Filmworks,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4090.0,1721,76435,134,7965
28497,Rokka no Yuusha,7.35,"Action, Adventure, Fantasy, Magic, Mystery",Rokka:Braves of the Six Flowers,六花の勇者,12,"Jul 5, 2015 to Sep 20, 2015",Summer 2015,Pony Canyon,Ponycan USA,Passione,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2098.0,245,486940,2273,24384
28617,Punch Line,6.99,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",Punch Line,パンチライン,12,"Apr 10, 2015 to Jun 26, 2015",Spring 2015,"Aniplex, Dentsu, Fuji TV, MAGES., Kyoraku Industrial Holdings, Kansai Telecasting",Sentai Filmworks,MAPPA,Original,23 min. per ep.,PG-13 - Teens 13 or older,3643.0,797,187203,574,11934
28619,Ranpo Kitan: Game of Laplace,6.61,Mystery,Rampo Kitan:Game of Laplace,乱歩奇譚 Game of Laplace,11,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,"Aniplex, Dentsu, Fuji TV, Fujipacific Music, Houbunsha",Funimation,Lerche,Original,23 min. per ep.,R - 17+ (violence & profanity),5331.0,1381,101423,306,7409
